date	inst	cdu	spd	gru	fdp	lin	pir	afd	son
1998-09-12	Infratestdimap	37	42	7	5	4			5
1998-09-11	Emnid	38	41	6	5	5			5
1998-09-11	Forsa	37	43	6	4	4			6
1998-09-10	Forsa	37	42	6	4	5			6
1998-09-09	Forsa	37	43	6	4	4			6
1998-09-09	Allensbach	35.6	40.8	7.5	7.2	4.5			4.4
1998-09-08	Forsa	37	43	7	4	4			5
1998-09-07	Forsa	37	43	6	5	4			5
1998-09-06	Forsa	37	42	6	5	4			6
1998-09-05	Forsa	37	42	6	5	4			6
1998-09-05	Infratestdimap	37	43	7	5	4			4
1998-09-04	Emnid	37	42	6	5	5			5
1998-09-04	Forsa	37	42	7	5	4			5
1998-09-03	Forsa	37	42	6	5	4			6
1998-09-02	Forsa	37	42	6	5	4			6
1998-09-02	Allensbach	35.5	41.1	7	6.1	4.9			5.4
1998-09-01	Forsa	37	42	5	5	5			6
1998-09-01	Forschgr.Wahlen	37.9	40.5	7.9	5.3	2.9			5.5
1998-08-31	Forsa	38	42	6	4	5			5
1998-08-30	Forsa	38	42	6	4	5			5
1998-08-29	Infratestdimap	38	43	6	5	4			4
1998-08-28	Emnid	38	41	6	5	4			6
1998-08-28	Forsa	38	42	6	4	5			5
1998-08-27	Forsa	37	42	6	4	5			6
1998-08-26	Allensbach	35.2	42.7	6.3	6	5.3			4.5
1998-08-22	Infratestdimap	38	43	6	5	4			4
1998-08-21	Emnid	39	42	6	5	4			4
1998-08-20	Forsa	38	43	6	4	4			5
1998-08-19	Allensbach	34.5	42.9	7	5.8	5.2			4.6
1998-08-15	Infratestdimap	37	42	7	5	5			4
1998-08-14	Emnid	38	41	6	5	4			6
1998-08-14	Forschgr.Wahlen	36	46.9	6.6	3.6	3.3			3.6
1998-08-13	Forsa	37	43	6	4	4			6
1998-08-12	Allensbach	33	43.8	7	6.6	5.2			4.4
1998-08-08	Infratestdimap	37	42	7	6	4			4
1998-08-07	Emnid	38	41	6	6	4			5
1998-08-06	Forsa	37	43	7	4	5			4
1998-08-01	Infratestdimap	36	43	7	5	4			5
1998-07-31	Emnid	37	41	7	5	4			6
1998-07-30	Forsa	36	43	6	5	4			6
1998-07-25	Infratestdimap	37	43	7	5	4			4
1998-07-24	Emnid	37	42	6	5	4			6
1998-07-23	Forsa	36	43	6	5	5			5
1998-07-18	Infratestdimap	37	43	7	5	4			4
1998-07-17	Emnid	37	42	5	5	4			7
1998-07-17	Forschgr.Wahlen	33.6	49.1	8.3	2.6	3.2			3.2
1998-07-16	Forsa	36	43	6	5	4			6
1998-07-11	Infratestdimap	36	44	6	5	4			5
1998-07-10	Emnid	37	42	5	6	4			6
1998-07-09	Forsa	34	43	6	5	6			6
1998-07-04	Infratestdimap	35	44	7	5	4			5
1998-07-03	Emnid	37	42	6	6	5			4
1998-07-02	Forsa	35	43	5	5	6			6
1998-06-27	Infratestdimap	36	44	7	5	5			3
1998-06-26	Emnid	37	42	6	6	5			4
1998-06-25	Forsa	36	43	6	4	6			5
1998-06-20	Infratestdimap	36	43	7	5	5			4
1998-06-19	Emnid	37	42	6	6	4			5
1998-06-19	Forschgr.Wahlen	31	47.4	9.9	3.7	3.9			4.1
1998-06-18	Forsa	36	43	7	4	5			5
1998-06-17	Allensbach	31.1	44.4	7.6	6.9	5.7			4.3
1998-06-13	Infratestdimap	36	44	7	5	4			4
1998-06-12	Emnid	36	41	6	6	5			6
1998-06-11	Forsa	36	43	6	4	6			5
1998-06-06	Infratestdimap	35	44	7	5	4			5
1998-06-05	Emnid	37	43	4	6	4			6
1998-06-04	Forsa	36	43	6	4	6			5
1998-05-30	Infratestdimap	36	44	6	5	4			5
1998-05-29	Emnid	37	44	5	5	5			4
1998-05-27	Forsa	35	43	6	4	6			6
1998-05-23	Infratestdimap	37	43	6	4	5			5
1998-05-22	Emnid	37	43	6	5	4			5
1998-05-20	Forsa	33	45	5	5	6			6
1998-05-20	Allensbach	31	45.5	7.5	5.7	5.9			4.4
1998-05-16	Infratestdimap	35	44	6	5	5			5
1998-05-15	Emnid	35	43	6	6	5			5
1998-05-15	Forschgr.Wahlen	29.3	48.9	7.7	4.9	4.1			5.1
1998-05-13	Forsa	33	46	5	5	5			6
1998-05-09	Infratestdimap	34	44	6	6	5			5
1998-05-08	Emnid	35	43	6	6	5			5
1998-05-06	Forsa	32	46	6	6	5			5
1998-05-02	Infratestdimap	35	45	6	5	4			5
1998-05-01	Emnid	35	44	6	6	4			5
1998-04-29	Allensbach	31.3	45.2	8.5	5.8	5.2			4.0
1998-04-25	Infratestdimap	36	45	6	5	4			4
1998-04-24	Emnid	35	43	6	6	5			5
1998-04-18	Infratestdimap	36	45	6	5	4			4
1998-04-17	Emnid	36	41	6	6	5			6
1998-04-17	Forschgr.Wahlen	30.4	51.9	7.1	4.2	3.1			3.3
1998-04-16	Forsa	35	43	6	5	5			6
1998-04-11	Infratestdimap	35	45	6	5	4			5
1998-04-10	Emnid	35	41	7	6	4			7
1998-04-08	Forsa	34	44	6	5	6			5
1998-04-04	Infratestdimap	34	46	6	5	4			5
1998-04-03	Emnid	36	41	7	5	4			7
1998-04-02	Forsa	34	44	6	5	6			5
1998-03-25	Allensbach	32.1	42.7	10.2	5.8	5.4			3.8
1998-03-13	Forschgr.Wahlen	30.3	51.2	8.7	3.5	2.4			3.9
1998-02-13	Forschgr.Wahlen	34	43.4	11.8	4.2	2.6			4.0
1998-01-16	Forschgr.Wahlen	33.6	40.3	12.8	4.6	3.5			5.2
1997-12-01	Forschgr.Wahlen	34.4	42	11.7	3.6	2.5			5.8
1997-11-01	Forschgr.Wahlen	32.7	40.2	13.2	5	3.2			5.7
1997-10-01	Forschgr.Wahlen	37.8	39.8	11.3	3.2	3.7			4.2
1997-09-01	Forschgr.Wahlen	36.5	43.7	9.8	3	2.9			4.1
1997-08-01	Forschgr.Wahlen	32.1	45.8	11.8	3	3.8			3.5
1997-06-01	Forschgr.Wahlen	31.7	42.3	12.7	4.4	4.4			4.5
1997-05-01	Forschgr.Wahlen	35.8	45	9.5	2.5	3.5			3.7
1997-04-01	Forschgr.Wahlen	35.3	42	12.3	2.2	3.4			4.8
1997-03-01	Forschgr.Wahlen	35.7	37.8	14.4	3.7	3.9			4.5
1997-02-01	Forschgr.Wahlen	37.4	39.5	12.3	3	2.7			5.1
1997-01-01	Forschgr.Wahlen	40	34.1	13.3	2.9	4.3			5.4
1996-12-01	Forschgr.Wahlen	41.9	37	13.7	2	3.1			2.3
1996-11-01	Forschgr.Wahlen	39.9	35.6	14.6	3.9	3.5			2.5
1996-10-01	Forschgr.Wahlen	37.9	37.1	13.6	3.5	3.6			4.3
1996-09-01	Forschgr.Wahlen	39.3	36.4	13.3	3.7	3.5			3.8
1996-08-01	Forschgr.Wahlen	37.6	38.2	11.4	4.5	3.7			4.6
1996-06-01	Forschgr.Wahlen	40.2	34.7	13	4.8	3.4			3.9
1996-05-01	Forschgr.Wahlen	41.4	34.2	12	4.3	3.8			4.3
1996-04-01	Forschgr.Wahlen	42.5	31.1	13.1	4.8	4.1			4.4
1996-03-01	Forschgr.Wahlen	44	33.9	13.8	2.8	2.5			3.0
1996-02-01	Forschgr.Wahlen	40.5	34.7	13.4	3.6	4.5			3.3
1996-01-01	Forschgr.Wahlen	43.4	33.2	13.4	3.1	4			2.9
1995-12-01	Forschgr.Wahlen	46.9	31.1	11.9	2.9	4.2			3.0
1995-11-01	Forschgr.Wahlen	49.2	30.3	13.4	1.6	2.8			2.7
1995-10-01	Forschgr.Wahlen	51.8	27	13.4	2.6	2.9			2.3
1995-09-01	Forschgr.Wahlen	45.7	31.3	14.5	3.4	2.6			2.5
1995-07-01	Forschgr.Wahlen	46.8	32	11.7	3	3.1			3.4
1995-06-01	Forschgr.Wahlen	40.6	35.8	13.8	2.7	3.1			4.0
1995-05-01	Forschgr.Wahlen	42.7	35.6	13.2	1.9	3.8			2.8
1995-04-01	Forschgr.Wahlen	39.3	40.5	11.7	2.2	3.5			2.8
1995-03-01	Forschgr.Wahlen	40.1	37.7	10.4	4.1	3.8			3.9
1995-02-01	Forschgr.Wahlen	38.1	39.7	11.9	3.5	3.7			3.1
1995-01-01	Forschgr.Wahlen	40.9	38.3	9.5	4	3.7			3.6
1994-12-01	Forschgr.Wahlen	43.8	36.9	9.7	3	3.8			2.8
1994-11-01	Forschgr.Wahlen	43.3	37.6	9.2	3.3	3.8			2.8
